MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,YearBuilt,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,HalfBath,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,Age,RemodAge,DateSold,TotalBath
ExpensiveZone,81.0,15593,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,7,1953,CheapRoofStyle,CheapExterior,None,0.0,Gd,CheapFoundation,TA,No,Other,701,1304,Others,Y,SBrkr,983,2287,0,TA,1,ExpensiveGarage,Fin,2,Y,0,21,CheapType,Others,225000,53,53,2006-07-01,2
ExpensiveZone,95.0,13651,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1973,CheapRoofStyle,MiddleExterior,BrkFace,1115.0,TA,CheapFoundation,Gd,Yes,Other,343,2223,Ex,Y,SBrkr,0,2223,0,TA,2,ExpensiveGarage,Fin,2,Y,300,0,CheapType,Others,244000,34,34,2007-02-01,3
ExpensiveZone,69.0,7599,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1982,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,280,845,Others,Y,SBrkr,0,845,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,129500,25,1,2007-06-01,2
ExpensiveZone,74.0,10141,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1998,CheapRoofStyle,ExpensiveExterior,BrkFace,40.0,TA,ExpensiveFoundation,Gd,No,Other,832,832,Others,Y,SBrkr,833,1718,1,TA,1,ExpensiveGarage,Fin,2,Y,0,94,CheapType,Others,185000,11,11,2009-12-01,2
ExpensiveZone,85.0,10200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1954,CheapRoofStyle,CheapExterior,BrkFace,104.0,TA,CheapFoundation,TA,No,Other,404,1086,Others,Y,SBrkr,0,1086,0,TA,0,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,144900,56,7,2010-05-01,2
MiddleZone,60.0,5790,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,3,1915,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,CheapFoundation,TA,No,Other,840,840,Others,N,SBrkr,765,1605,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,107400,95,60,2010-05-01,2
MiddleZone,21.0,1596,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,4,1973,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,Gd,Yes,GLQ,0,462,Others,Y,SBrkr,462,988,0,TA,0,ExpensiveGarage,Unf,1,Y,120,101,CheapType,Others,91000,36,36,2009-11-01,2
ExpensiveZone,69.0,8475,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1956,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,724,952,Ex,Y,Other,0,952,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,135750,52,52,2008-04-01,1
MiddleZone,50.0,8635,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,5,1948,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,295,672,Others,Y,SBrkr,213,1285,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,127000,60,7,2008-01-01,2
ExpensiveZone,72.0,10778,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,4,1968,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,1768,1768,Others,N,SBrkr,0,1768,0,TA,0,CheapGarage,NoGarage,0,Y,0,0,CheapType,Others,136500,42,42,2010-04-01,2
MiddleZone,60.0,10440,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,5,1910,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,440,440,Others,Y,SBrkr,548,1230,1,TA,0,CheapGarage,Unf,2,Y,74,0,CheapType,Others,110000,99,28,2009-05-01,1
ExpensiveZone,100.0,13000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1968,CheapRoofStyle,ExpensiveExterior,BrkFace,576.0,TA,CheapFoundation,Gd,No,Other,448,896,Others,Y,SBrkr,960,2142,1,Gd,1,ExpensiveGarage,Fin,1,Y,0,72,CheapType,Others,193500,41,41,2009-06-01,2
MiddleZone,32.0,4500,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1998,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,443.0,TA,ExpensiveFoundation,Ex,No,GLQ,36,1237,Ex,Y,SBrkr,0,1337,0,TA,0,ExpensiveGarage,Fin,2,Y,0,199,CheapType,Others,153500,8,8,2006-03-01,3
ExpensiveZone,78.0,10206,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2007,CheapRoofStyle,ExpensiveExterior,Stone,468.0,TA,ExpensiveFoundation,Gd,No,GLQ,1530,1563,Ex,Y,SBrkr,0,1563,0,Gd,1,ExpensiveGarage,RFn,3,Y,144,99,CheapType,Others,245000,1,1,2008-10-01,2
ExpensiveZone,80.0,8892,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1960,CheapRoofStyle,CheapExterior,None,66.0,TA,CheapFoundation,TA,No,Other,1065,1065,Others,Y,SBrkr,0,1065,1,TA,0,CheapGarage,Unf,2,Y,74,0,CheapType,Others,126500,47,47,2007-07-01,1
ExpensiveZone,69.0,8530,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1995,CheapRoofStyle,MiddleExterior,BrkFace,22.0,TA,ExpensiveFoundation,Gd,No,Other,384,384,Others,Y,SBrkr,670,1474,1,TA,1,ExpensiveGarage,Fin,2,Y,120,72,CheapType,Others,168500,14,13,2009-05-01,2
ExpensiveZone,121.0,16059,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1991,ExpensiveRoofStyle,MiddleExterior,BrkFace,284.0,Gd,CheapFoundation,Gd,No,Other,1288,1288,Ex,Y,SBrkr,1116,2417,1,Gd,1,ExpensiveGarage,Unf,2,Y,127,82,CheapType,Others,260000,15,14,2006-04-01,2
ExpensiveZone,122.0,11911,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,Yes,Other,684,684,Ex,Y,SBrkr,876,1560,1,Gd,1,ExpensiveGarage,Fin,2,Y,100,38,CheapType,Others,174000,4,4,2009-03-01,2
ExpensiveZone,40.0,3951,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2009,CheapRoofStyle,ExpensiveExterior,Stone,76.0,Gd,ExpensiveFoundation,Gd,Yes,Other,612,612,Ex,Y,SBrkr,612,1224,1,Gd,0,CheapGarage,RFn,2,Y,0,234,ExpensiveType,Partial,164500,0,0,2009-06-01,2
CheapZone,105.0,8470,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,3,1915,ExpensiveRoofStyle,MiddleExterior,None,0.0,Fa,CheapFoundation,TA,No,Other,1013,1013,Others,N,SBrkr,0,1526,0,Fa,0,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,85000,94,27,2009-10-01,1
ExpensiveZone,60.0,8070,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1994,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,402,990,Ex,Y,SBrkr,0,990,0,TA,0,CheapGarage,NoGarage,0,Y,0,0,CheapType,Others,123600,13,12,2007-08-01,2
ExpensiveZone,60.0,7200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1950,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,0,Others,Y,Other,0,1040,0,TA,0,CheapGarage,Unf,2,Y,0,29,CheapType,Others,109900,56,56,2006-07-01,1
ExpensiveZone,85.0,8500,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1961,ExpensiveRoofStyle,MiddleExterior,None,203.0,TA,CheapFoundation,TA,No,Other,635,1235,Others,Y,SBrkr,0,1235,0,TA,0,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,98600,45,45,2006-12-01,1
ExpensiveZone,80.0,13360,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1921,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,163,876,Ex,Y,SBrkr,0,964,0,TA,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,163500,88,3,2009-08-01,2
CheapZone,60.0,7200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,MiddleStyle,6,1910,ExpensiveRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,168,1214,Ex,N,SBrkr,1031,2291,0,TA,1,CheapGarage,Unf,2,Y,0,0,CheapType,Others,133900,97,9,2007-11-01,2
ExpensiveZone,69.0,9337,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1997,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,176,824,Ex,Y,SBrkr,881,1786,1,Gd,0,ExpensiveGarage,RFn,2,Y,0,162,CheapType,Others,204750,10,10,2007-05-01,3
ExpensiveZone,69.0,9765,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1993,CheapRoofStyle,ExpensiveExterior,BrkFace,68.0,Ex,ExpensiveFoundation,Gd,No,Other,370,680,Others,Y,SBrkr,790,1470,1,TA,1,ExpensiveGarage,Fin,2,Y,232,63,CheapType,Others,185000,16,16,2009-04-01,2
ExpensiveZone,78.0,10264,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1999,CheapRoofStyle,ExpensiveExterior,BrkFace,183.0,Gd,ExpensiveFoundation,Gd,Yes,Other,426,1588,Ex,Y,SBrkr,0,1588,0,Gd,0,ExpensiveGarage,RFn,2,Y,158,29,CheapType,Others,214000,7,7,2006-08-01,2
ExpensiveZone,73.0,10921,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1965,ExpensiveRoofStyle,MiddleExterior,BrkFace,48.0,TA,CheapFoundation,TA,No,Other,440,960,Others,Y,Other,0,960,0,TA,0,ExpensiveGarage,Fin,1,Other,120,0,CheapType,Others,94750,42,42,2007-05-01,2
ExpensiveZone,85.0,10625,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1920,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,350,458,Others,N,SBrkr,0,835,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Others,83000,90,60,2010-05-01,1
ExpensiveZone,77.0,9320,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1959,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,381,950,Others,Y,SBrkr,0,1225,1,TA,0,CheapGarage,NoGarage,0,Y,352,0,CheapType,Others,128950,51,51,2010-01-01,2
ExpensiveZone,69.0,10603,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,CheapRoofStyle,MiddleExterior,BrkFace,28.0,TA,ExpensiveFoundation,TA,Yes,Other,410,1610,Others,Y,SBrkr,0,1610,0,Gd,2,ExpensiveGarage,RFn,2,Y,168,68,CheapType,Others,205000,33,9,2010-02-01,3
ExpensiveZone,77.0,9206,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1985,CheapRoofStyle,MiddleExterior,BrkFace,336.0,Gd,CheapFoundation,Gd,No,Other,741,741,Others,Y,SBrkr,755,1732,1,Gd,1,ExpensiveGarage,Fin,2,Y,192,46,CheapType,Others,178000,25,25,2010-06-01,2
ExpensiveZone,64.0,7018,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,MiddleStyle,5,1979,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,0,Others,Y,SBrkr,0,1535,0,TA,0,ExpensiveGarage,Unf,2,Y,0,0,CheapType,Others,118964,30,30,2009-06-01,2
ExpensiveZone,94.0,10402,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2009,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,Other,1226,1226,Ex,Y,SBrkr,0,1226,0,Gd,0,ExpensiveGarage,RFn,3,Y,0,36,CheapType,Others,198900,1,1,2010-05-01,2
MiddleZone,69.0,7758,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,7,1931,CheapRoofStyle,MiddleExterior,BrkFace,600.0,TA,ExpensiveFoundation,TA,No,Other,816,1040,Ex,Y,Other,592,1818,1,TA,2,CheapGarage,Unf,1,Y,0,0,CheapType,Others,169500,76,57,2007-06-01,1
ExpensiveZone,75.0,9375,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,2003,ExpensiveRoofStyle,ExpensiveExterior,BrkFace,768.0,Gd,ExpensiveFoundation,Ex,No,Other,1053,1053,Ex,Y,SBrkr,939,1992,1,Gd,1,ExpensiveGarage,RFn,2,Y,140,45,CheapType,Others,250000,5,4,2008-08-01,2
MiddleZone,60.0,10800,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,4,1885,ExpensiveRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,641,641,Others,Y,SBrkr,0,1047,0,TA,0,CheapGarage,Unf,1,Other,0,0,CheapType,Others,100000,122,12,2007-08-01,1
MiddleZone,50.0,6000,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1948,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,516,789,Ex,Y,SBrkr,0,789,0,TA,0,CheapGarage,Unf,1,Y,0,0,CheapType,Partial,115000,60,58,2008-04-01,1
MiddleZone,85.0,8500,Regular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,5,1919,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,CheapFoundation,TA,No,Other,793,793,Others,N,Other,520,1517,0,Fa,0,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,115000,88,2,2007-08-01,2
ExpensiveZone,105.0,11751,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1977,ExpensiveRoofStyle,MiddleExterior,BrkFace,480.0,TA,CheapFoundation,Gd,No,Other,1139,1844,Ex,Y,SBrkr,0,1844,0,TA,1,ExpensiveGarage,RFn,2,Y,0,122,CheapType,Others,190000,33,33,2010-01-01,2
ExpensiveZone,75.0,9525,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,6,1954,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,550,994,Others,Y,SBrkr,639,1855,0,TA,0,ExpensiveGarage,Unf,1,Y,182,0,CheapType,Others,136900,52,34,2006-10-01,2
ExpensiveZone,69.0,7750,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,2000,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,134,384,Ex,Y,SBrkr,656,1430,1,TA,1,ExpensiveGarage,Fin,2,Y,180,0,CheapType,Others,180000,10,10,2010-04-01,2
ExpensiveZone,77.0,9965,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,2007,CheapRoofStyle,ExpensiveExterior,Stone,220.0,Gd,ExpensiveFoundation,Ex,Yes,GLQ,280,1264,Ex,Y,SBrkr,1414,2696,1,Ex,1,ExpensiveGarage,Fin,3,Y,120,184,ExpensiveType,Partial,383970,0,0,2007-10-01,3
ExpensiveZone,69.0,21000,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1953,ExpensiveRoofStyle,CheapExterior,BrkFace,184.0,TA,CheapFoundation,Gd,Yes,Other,905,1809,Others,Y,SBrkr,0,2259,0,Gd,2,CheapGarage,Unf,2,Y,166,120,CheapType,Others,217000,54,54,2007-10-01,3
ExpensiveZone,61.0,7259,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1945,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,104,1028,Ex,Y,SBrkr,884,2320,1,Gd,1,CheapGarage,Unf,1,Y,224,0,CheapType,Others,259500,62,5,2007-07-01,3
ExpensiveZone,34.0,3230,Regular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1999,CheapRoofStyle,CheapExterior,BrkFace,1129.0,TA,ExpensiveFoundation,Gd,No,GLQ,310,729,Others,Y,SBrkr,729,1458,1,TA,1,CheapGarage,Unf,2,Y,0,32,CheapType,Others,176000,8,8,2007-06-01,2
ExpensiveZone,69.0,11616,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1962,CheapRoofStyle,CheapExterior,BrkFace,116.0,TA,CheapFoundation,TA,No,Other,252,1092,Others,Y,SBrkr,0,1092,0,TA,1,ExpensiveGarage,Unf,1,Y,0,20,CheapType,Others,139000,47,47,2009-09-01,1
ExpensiveZone,74.0,8536,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,2006,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,Other,1125,1125,Others,Y,SBrkr,0,1125,1,TA,0,ExpensiveGarage,Unf,2,Y,80,64,ExpensiveType,Partial,155000,1,0,2007-04-01,1
ExpensiveZone,90.0,12376,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1990,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,ExpensiveFoundation,Gd,Yes,GLQ,203,1673,Others,Y,SBrkr,1523,3222,0,Gd,2,ExpensiveGarage,Unf,3,Y,367,0,CheapType,Others,320000,20,20,2010-05-01,4
ExpensiveZone,65.0,8461,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2005,CheapRoofStyle,ExpensiveExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,Other,728,728,Ex,Y,SBrkr,728,1456,1,Gd,1,ExpensiveGarage,Fin,2,Y,0,24,ExpensiveType,Partial,163990,1,0,2006-07-01,2
ExpensiveZone,69.0,21453,Irregular,ExpensiveConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1969,ExpensiveRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,Yes,Other,0,938,Ex,Y,SBrkr,0,988,0,TA,2,ExpensiveGarage,Unf,2,Y,0,130,CheapType,Others,180000,37,37,2006-10-01,2
MiddleZone,50.0,6060,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,CheapStyle,4,1939,CheapRoofStyle,CheapExterior,None,0.0,TA,ExpensiveFoundation,TA,No,Other,732,732,Others,Y,SBrkr,351,1123,0,TA,0,CheapGarage,Unf,1,Other,0,0,CheapType,Others,100000,68,57,2007-06-01,1
ExpensiveZone,75.0,9464,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1958,ExpensiveRoofStyle,CheapExterior,BrkFace,135.0,TA,CheapFoundation,TA,No,Other,510,1080,Others,Y,SBrkr,0,1080,0,TA,0,ExpensiveGarage,Unf,1,Y,0,0,CheapType,Others,136000,50,50,2008-06-01,1
ExpensiveZone,55.0,7892,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1993,CheapRoofStyle,MiddleExterior,None,0.0,Gd,ExpensiveFoundation,Gd,No,GLQ,899,1199,Ex,Y,SBrkr,0,1199,0,Gd,0,ExpensiveGarage,RFn,2,Y,0,63,CheapType,Others,153900,15,15,2008-03-01,2
ExpensiveZone,48.0,17043,Irregular,ExpensiveConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1979,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,1362,1362,Others,Y,SBrkr,0,1586,0,TA,1,ExpensiveGarage,Unf,2,Y,192,0,CheapType,Others,181000,30,11,2009-01-01,2
MiddleZone,60.0,6780,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,CheapType,CheapStyle,6,1935,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,Yes,GLQ,30,520,Others,N,SBrkr,0,754,0,TA,0,CheapGarage,NoGarage,0,Other,53,0,CheapType,Others,84500,71,24,2006-06-01,2
ExpensiveZone,69.0,4928,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,6,1976,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,Gd,No,Other,958,1078,Others,Y,SBrkr,0,958,0,TA,1,ExpensiveGarage,RFn,2,Y,0,205,CheapType,Others,128000,31,31,2007-02-01,2
MiddleZone,55.0,4388,Irregular,CheapConfig,CheapNeighborhood,CheapCondition,ExpensiveType,CheapStyle,5,1930,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,556,672,Ex,Y,SBrkr,0,840,0,TA,1,CheapGarage,NoGarage,0,Other,0,0,CheapType,Others,87000,77,57,2007-06-01,1
ExpensiveZone,69.0,7590,Regular,CheapConfig,CheapNeighborhood,ExpensiveCondition,ExpensiveType,ExpensiveStyle,6,1966,CheapRoofStyle,ExpensiveExterior,BrkFace,266.0,TA,CheapFoundation,TA,No,Other,148,660,Others,Y,SBrkr,688,1348,1,TA,1,ExpensiveGarage,RFn,2,Y,188,108,CheapType,Others,155000,40,40,2006-07-01,1
ExpensiveZone,69.0,8973,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1958,CheapRoofStyle,MiddleExterior,BrkFace,85.0,TA,CheapFoundation,TA,No,Other,413,1008,Others,Y,Other,0,1053,1,Ex,0,CheapGarage,RFn,2,Y,0,80,CheapType,Others,150000,48,15,2006-07-01,1
ExpensiveZone,88.0,14200,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,7,1966,CheapRoofStyle,CheapExterior,BrkFace,309.0,TA,CheapFoundation,TA,No,Other,479,924,Ex,Y,SBrkr,941,2157,1,Gd,2,ExpensiveGarage,Fin,2,Y,105,66,CheapType,Others,226000,40,40,2006-05-01,2
ExpensiveZone,69.0,12224,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,2000,CheapRoofStyle,ExpensiveExterior,BrkFace,40.0,Gd,ExpensiveFoundation,Gd,No,GLQ,297,992,Ex,Y,SBrkr,1032,2054,1,Gd,1,ExpensiveGarage,RFn,2,Y,24,48,CheapType,Others,244000,9,9,2009-07-01,3
ExpensiveZone,75.0,7388,Regular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1959,CheapRoofStyle,CheapExterior,None,0.0,TA,CheapFoundation,TA,No,Other,658,1063,Others,Y,SBrkr,0,1327,0,Gd,0,CheapGarage,Unf,2,Y,0,0,CheapType,Others,150750,48,5,2007-07-01,2
ExpensiveZone,69.0,6853,Irregular,CheapConfig,ExpensiveNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,8,2001,CheapRoofStyle,ExpensiveExterior,BrkFace,136.0,Gd,ExpensiveFoundation,Ex,No,GLQ,262,1267,Ex,Y,SBrkr,0,1296,0,Gd,0,ExpensiveGarage,Fin,2,Y,192,25,CheapType,Others,220000,8,7,2009-06-01,3
ExpensiveZone,78.0,10335,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1968,CheapRoofStyle,MiddleExterior,None,0.0,TA,CheapFoundation,TA,No,Other,891,1461,Others,Y,SBrkr,0,1721,1,TA,1,ExpensiveGarage,RFn,2,Y,0,96,CheapType,Others,180000,38,13,2006-07-01,2
ExpensiveZone,80.0,10400,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,7,1970,ExpensiveRoofStyle,MiddleExterior,BrkFace,288.0,TA,ExpensiveFoundation,TA,No,Other,1304,1304,Others,Y,SBrkr,0,1682,0,TA,1,ExpensiveGarage,Unf,2,Y,98,0,CheapType,Others,174000,38,38,2008-05-01,2
ExpensiveZone,69.0,10355,Irregular,CheapConfig,CheapNeighborhood,MiddleCondition,ExpensiveType,MiddleStyle,5,1967,CheapRoofStyle,CheapExterior,BrkFace,196.0,TA,CheapFoundation,TA,No,Other,519,1214,Others,Y,SBrkr,0,1214,0,TA,1,ExpensiveGarage,RFn,1,Y,0,111,CheapType,Others,143000,40,40,2007-07-01,2
ExpensiveZone,82.0,11070,Regular,CheapConfig,MiddleNeighborhood,MiddleCondition,CheapType,MiddleStyle,7,1988,CheapRoofStyle,ExpensiveExterior,BrkFace,70.0,TA,CheapFoundation,TA,No,Other,1907,1907,Others,Y,SBrkr,0,1959,0,TA,0,CheapGarage,Unf,3,Y,0,0,CheapType,Others,171000,18,17,2006-07-01,3
ExpensiveZone,73.0,9066,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,8,1999,CheapRoofStyle,ExpensiveExterior,BrkFace,320.0,Gd,ExpensiveFoundation,Gd,Yes,GLQ,336,1004,Ex,Y,SBrkr,848,1852,1,Gd,2,ExpensiveGarage,Fin,3,Y,224,106,CheapType,Others,230000,9,8,2008-12-01,2
ExpensiveZone,65.0,15426,Irregular,CheapConfig,MiddleNeighborhood,MiddleCondition,ExpensiveType,ExpensiveStyle,6,1997,CheapRoofStyle,ExpensiveExterior,None,0.0,TA,ExpensiveFoundation,Gd,No,GLQ,107,928,Ex,Y,SBrkr,836,1764,1,Gd,0,ExpensiveGarage,RFn,2,Y,276,99,CheapType,Others,231500,12,12,2009-08-01,3
